review	constructive
TITLE: Quintessential Italian Fine Dining!!!! | TEXT: We have eaten all over the greater Jacksonville area (and far beyond), and this remains our family’s favorite for good reason…owner Jerry’s passion for quality translates to a rich, immersive dining experience that you won’t soon forget.  Dress nicely, bring your favorite people, prepare for exceptional service and cuisine by the best in the business, and let the experience begin!	0
TITLE: Cozy restaurant near Washington Square. | TEXT: We were in town to celebrate my wife's birthday. We tried this restaurant on a recommendation from my boss. The food was delicious. I had the Branzino and Broccoli, my wife had the Roasted Chicken and Gnocchi. We shared the the Chocolate Pudding cake which was delicious also. My wife really like the bread plates on each table. Each plate was different from the next and look like someone went searching thru some antique shops to pick them out. We ate inside because it was a little to windy to try the patio but it looked really and cozy.	0
TITLE: Very noisy. not very Japanese | TEXT: The noise level mood to be mentioned first. We practally had to scream to talk to each other.   Service was good with lots of staff. One person, possibly the sushi chef or restaurant owner was Asian. The rest of the staff and the cooking style had a big Mexican influence.  We had a tuna with avocado and jalapeño roll. Also spicy ramen. I liked it but had indigestion afterwards which is a first for Japanese food. The tempura was very greasy.   I do not recommend his restaurant.	1
TITLE: Sophisticated, relaxed and quality. | TEXT: What a great night out. The ambience was perfect for us, high end yet relaxed and a bit dressy. The food was superb. We started with the mackerel and asparagus which were both perfectly cooked and delicious, light and fresh. I had the agnolotti and my husband had the Iberian pork. The agnolotti was perfectly al dente and the flavors were fresh,  balanced and very tasty. The pork was flavourful and tender, and the service was wonderful. I rate this an A+. It just all came together for a relaxing Night with wonderful food.	1
"TITLE: Prioritize my bladder!!!! | TEXT: Hello, I regret  to inform you that your staff needs to be engaged in coaching, due to the lack of attention to a female and I needing to use the restrooms after multiple attempts to utilize them. I was ignored by the first female and was given a puzzled look that they can't be opened. After I went around to seek attention from the other staff she rudely stated both bathrooms are not available, after I asked why she said "" they just are "". I asked to see what would cause them to be unusable but could only feel discriminated as she added no urgency to the issue. She then asked if I was management to even request to see the inside of the bathrooms. As a LONG TIME CUSTOMER. I suggest to keep your client based loyal to address this issue as it leaves a bad image on the franchise. I left feeling ""I didn't have it my way "". And that's just a bowl movement. Thank you for your time and I hope this matter has been addressed the next time I pass by the store as I will try to obtain pictures of the staff reluctant to assist. Best regards, JJ."	1
TITLE: Worse tasting overpriced chicken parm I ever had in my life | TEXT: I just moved to this town and was dying for a chicken Parm sandwich, and did not feel like going through the trouble of making it myself. Well, I certainly should have because this was the worst tasting chicken Parmesan sandwich I’ve ever had. I asked for extra cheese there was no cheese no sauce and when I first looked at it, I thought they had given me eggplant by mistake. That’s how thin and burnt the chicken cutlet was. It was literally all bread no meat to thin hockey pucks just terrible and they charged me $16 for it. Very very upset never again will I ever eat here!	1
TITLE: Spooky entrance reminded me of the Bates Motel. | TEXT: The ONLY motel in town, You must drive through a one lane alley and down a slope to the parking area, then climb metal stairs to access checkin. The room was musty, but otherwise a clean kitchenette. The manager provides Tim Hortons coffee and donuts in the AM.	1
TITLE: Great ambiance  and food. | TEXT: Had a wonderful time at Cassidy’s. We ordered off the specials menu … “Short ribs over Risotto” Divine! Tip; Always order off the specials menus as it is always revolving and delicious. The ambiance is classic old Portland with its oak bar, wood floors and wood paneled walls.	1
TITLE: Another great dining experience. | TEXT: We were able to eat here again pre- cruise after a visit a few years back.   We were seated promptly at a nice table.  Service as before was exceptional as was the food. The portions are huge, so we  shared some appetizers and the veal parmigiana.   Everyone was  very professional and I love the decor.	1
TITLE: Archeological Research Program (ARP) at Crow Canyon | TEXT: I recently completed my fourth Archeological Research Program (ARP) at Crow Canyon.  The three previous ARP programs I've participated in were all mostly archeological digging.  I wasn't sure what to expect with the site survey program, but it was a great learning experience as the first part of the archeological process.  The week flew by as I was having fun and learning a lot.  The Crow Canyon instructors even slightly changed our itinerary because our group had so many questions about the entire process for site, so we had extra lab time to go over the lab processes.  I would definitely recommend the ARP program or any of the other programs Crow Canyon offers for furthering your adult learning on indigenous history.	1
TITLE: Pretty restaurant in bishop arts district known more by the locals. | TEXT: This restaurant has a lovely interior decor and large fun patio in a lively area of Dallas, the Bishop Arts District. The place was very pretty for Christmas the holidays. Our server was nice but not super attentive and the food was pretty good not great and not above average. We ate early and it was still very loud in there so if it's a quiet meal you are seeking this place is on the loud side acoutiscally. I would like to go back for a drink on the patio in warmer weather. Lots of photo spots throughout.	1
TITLE: Exceeded Our High Expectations | TEXT: It's unusual to go to a restaurant with such high expectations, only to have all those expectations exceeded in every way.  That was our experience at Kann.  Service by Chris and his team was impeccable.  Timing of plates was perfect, we were never rushed, the table was kept spotless, everyone was attentive without hovering.  The meal itself was fantastic.  We over ordered so we could try more dishes, and ended up taking a bunch home.  To be honest, I think i enjoyed the appetizers and sides as much as the main courses, but everything was spectacular.  I am gluten and dairy free due to allergies, and I was in heaven, knowing I could order just about anything on the menu and be safe.  Thank you!  We will make another reservation and wait our three months to get in - it was just a perfect, perfect meal in every way.  Oh, and be sure to save room for dessert!	1
TITLE: Phenomenal flavors! | TEXT: Phenomenal flavors! My husband and I always enjoy experiencing different restaurants when we travel and this was our favorite food of the trip by far. Flavors were complex & interesting while remaining balanced - I had so much fun tasting every bite of the meal. Highly recommend!	1
TITLE: First rate, highly recommended | TEXT: Highly rated French restaurant, with an exceptionally high quality menu. Prices are reasonable for the excellent quality and service tips are built into the prices you see on the menu.	0
TITLE: Fine dining excellence | TEXT: Amazing dining experience from the drinks we had to start all the way to the decadent desert... flawless! We can't wait to return.	0
TITLE: Comfortable Clean Overnight Stop if you are on a car trip | TEXT: Interesting concept for those driving.  self checkin with your car ( but we had help) the garage door opens and also one at your room.  prive into your personal garage and them close the dorr and walk up the stairs to your room.  Its a very nice room with a spa and lovely bed - but no refrigerator :-( .  THey have great room service from a corridor that runs behind all the rooms.  Great if you dont have teh need to go out and walk around.  Its in a commercial area so car is needed to get there and to go out to stretch your legs and explore in any case.  We would stay again but we were only there to sleep and have a bite.	1
TITLE: Amazing! | TEXT: Excellent service. Amazing food! The servers treated us very well. And explained each course very good. All in all an amazing experience!	0
TITLE: Exceptional knowledge provided, kindness and a very professional crew. | TEXT: Unforgettable experience. The knowledge shared by sme’s was invaluable. The world needs Crow Canyon!   The expertise and educational opportunities provided by the center was exceptional. I highly recommend trips with Crow Canyon often.	0
TITLE: Amazing food | TEXT: Amazing food, quaint and inviting location, and overall one of our best dinners while traveling ever!  We had the special Valentine's Day menu and it did not disappoint!	0
TITLE: Food was very good but service needs some work | TEXT: When we entry the restaurant no one greeted us or said anything to us. Few minutes later, we were told to follow him. I was not impressed with the service but the food was very good.	1
TITLE: A tasty Chinese diner in this cosy restaurant. | TEXT: This restaurant is locatedin the main shopping street of Roden. We arrived at about 18 o'clock, there were a number of take away custommers and we were the only guests in the restaurant area. We choose to sit near the window. The friendly waitress showed us the menu and served a good strong green tea and a flavourful jasmin tea. We ordered Prawn crackrs, Fu Yong Hay with large Prawns and Mi Fan with Siu Yok (roasted Pork) and Cha Siew (sweet roasted pork) . The dishes were prepared in the Chinese way and  tasty, as per my Chinese wife. We recommend this restaurant.	0
TITLE: Birthday Celebration | TEXT: We celebrated my wife’s 70th birthday.  The staff was very accommodating to the group.  The scenery was very appealing inside and out.  The marina situated just off the patio decking was nice.  The food was outstanding!  Treat yourself to a wonderful meal at the Point!	0
"TITLE: Wonderful Happy Hour at Bellevue! | TEXT: Very elegant setting with welcoming and attentive servers.  The happy hour wine, crispy Brussel sprout medley, Parmesan truffle fries were all delicious!  Background music streaming from Spotify - various artists ""Summer Barbeque""  was so much fun families of multiple generations felt compelled to jive along !  Please view the submitted photos that capture the essence of the lovely XIX BAR LOUNGE."	0
TITLE: Great Service | TEXT: Service was fast & efficient. Food was hot & tortilla  fresh and flavorful. Shrimp salad was fresh & tasty. Beer was ice cold. View was great.	1
TITLE: ANOTHER GREAT MEAL | TEXT: Another year,another visit,my wife and I and two friends,visited tonight,we were shown to our pre booked table by Mehmet,we had a great view of the harbour and village,we had free homemade bread and a dip to start,followed by chicken in bacon sauce and chicken & salmon in almond sauce,which is exactly what we had last year,and as last year,both were excellent as was the service. Maybe the best meal so far!	0
TITLE: Pleasant place for drinks and dessert | TEXT: During our stay, we stopped by the XIX lounge for drinks and dessert.  My wife and I were each treated to a generous pour of a good chardonnay, which had just a bit of residual sweetness.  We also shared a portion of the chocolate mousse, which was very satisfying.  Prices are a little on the high side, but that's to be expected when you're in a classy location like the Bellevue.	0
TITLE: Beyond Great Experience Wilder Philadelphia! | TEXT: 2/26/25 Year End Celebration work lunch in semi-private space upstairs. Exceeded our expectations on all fronts! Food, staff, service, beautiful space. Worked closely with Brett who owns Wilder with his partner Nicole. I let Brett know that is was wonderful and we cannot wait to return for another work event and to bring family and friends.  Thanks for everything Brett!	0
TITLE: Best roasted potatos ever! | TEXT: Beautiful place. Went for brunch. Food was great although my eggs could have been warmer. Service was good and friendly but as the place filled up—our reservation was at opening time—our waitress disappeared. However, really enjoyed it and would visit again.	1
TITLE: Good food, quite restaurant | TEXT: We went on a Monday night so it wasn't to busy, sat at bar.  Had calamari not bad, could have been cooked longer.  Pork saltimbocca was very good served with spinach.  Bill was $50 without any drinks!	1
TITLE: Romantic dinner | TEXT: Wonderful dinner and service.  The lamb chops were delicious and the presentation was wonderful. Great wine selection!	0
TITLE: November Stay | TEXT: Staff were very nice and hotel was very clean. I think the pictures make the rooms look bigger than they truly are- they do say it that rooms are small and cozy- it is truly SMALL AND COZY. Small that 2 people can barely walk at the same time. If you are clear on that you will have a fabulous stay- if you skip over that detail (like me) you may be confused. Aside from the small rooms they do offer a nice breakfast. The hotel is close to everything- trains, food, convenience stores and the casino. It is the perfect location for a visit to Chicago.	1
TITLE: Unstuffy culinary hotspot | TEXT: We came here for dinner while visiting friends who live in the area, and had a wonderful meal!  The ambiance is upscale and trendy without being stuffy, and it was very clear that this is a culinary hotspot. The staff were professional and friendly - our waitress was very helpful when we were struggling to decide what to order. The crispy duck, salmon satay, tempura cauliflower, and the general tso soup were outstanding! We ended up not leaving anything for leftovers, which doesn't generally happen with us. We'll definitely come back the next time we're in town.	1
TITLE: If the locals are always here, it’s got to be good. And it was great! | TEXT: Rustic environment with excellent food and lots of options. We’ve driven by multiple times on our way to Jacksonville and were determined to stop this time. We got there around 11:45am, hoping to beat the rush, which we did. By the time we left, both the parking lot and restaurant were full. It was very obvious that the vast majority of the folks inside were locals. My wife had fried shrimp - about a dozen large shrimp with a very light coating of batter. Excellent! I wanted something not fried and opted for the full pot of the chowder. Also excellent! They say it’s made fresh daily, and it was. A medium sized pan filled with a tomato based, thick soup with fresh potatoes, celery and large chunks of tuna and diced shrimp. Highly recommend. Also available in a “half pot” if you’re not really hungry. Don’t drive by - go in and enjoy great food and service.	1
TITLE: Hard pass, good location | TEXT: Booked 4 nights stayed for 2. Have stayed in various HIE here and in Europe and you know going in the rooms will be smaller, basic but functional and nice. These rooms were small and considering it was renovated not functional at all. There are so many ways to maximize a small space but that was not done here. They were nice to let us see 2 other rooms and choose after our initial room. Good location, Front desk lady helpful and nice.	1
TITLE: Go for the meal, but stay for the cocktails | TEXT: This was very great restaurant. I had the salmon that was very excellent. I have not had a good piece of salmon in a long time and I was not disappointed. Highlight experience was bartender made me a bourbon cocktail hecwas developing. For those that like manhattans or old fashions, step out of your comfort zone and try a that bourbon pineapple thing. You want be disappointed.	0
TITLE: Delicious | TEXT: Ordered via doorsash. Everything was delicious.  Empanadas and cubanos were very good. Highly recommended. Check order, ours was shorted a cubano but plenty of food for our family.	1
TITLE: Splendid Saison | TEXT: What a splendid meal at Saison. An innovative and tasty set menu with many standout dishes and presentation - lobster tartare, uni, white truffle pasta, duck etc. I would probably skip the wagyu supplement next time since i’m not a fan of wagyu generally   Service top notch and friendly as well  The kitchen tour was a plus  9.5/10	0
TITLE: Wouldn’t recommend | TEXT: I went to FARE with my sisters for the first time ; I was excited to try the food ! The customer service was TRASH and the food wasn’t that good either ! We literally waited for the check for 20mins . The server was really rude ! I had to say it twice	1
TITLE: Great Breakfast | TEXT: Great breakfast with delicious food. Friendly staff and clearly a local favorite. Nice location on the marina for land and boat access!	0
TITLE: Coffee with a Scowl | TEXT: I thought it was a Good morning , until my Daughter snd I got the Evil eye and Coffee with a Scowl. Yikes. How about a smile from the Coffee server .	1
TITLE: Great food Affordable prices | TEXT: The food was delicious. Large portions  and affordable pricing. The employees were super friendly and helpful. I thoroughly enjoyed my meal and would love to eat there again if I am in the area!	0
TITLE: What a disappointment; they missed the mark on nearly everything. | TEXT: We really wanted to like this place.  We live nearby but have never been.  We made a res for 1:45 (late for brunch). The place was 1/2 empty but we were seated at a table for 2 at a banquette squeezed between 2 noisy groups and very close to the front door which brought in icy air.  I looked at a long expanse of empty tables and asked if we could sit over there and was told no; they were expecting a big party.  Note:  the big party arrived one hour later when we were ready to leave.  Also 2 other couples arrived and were seated in the forbidden zone. Okay that was #1.  Then no wait person showed up for a longish period of time: #2: no water; no welcome.  Menu was okay.  We both ordered a different version of a salad with grilled salmon. Mine included a poached egg. #3 poached egg arrived hard boiled. I asked for a replacement t and they did bring me a softly poached, runny egg.  We waited a ridiculous amount of time for someone to refill our iced tea. #4: food was mediocre.  Edible but no where near the quality anticipated based on the prices.  I do not recommend this place and would not go back.  Plenty of far better places a short walk away.	1
TITLE: Quiet retreat. | TEXT: Stayed a couple nights. View is very good and the couple of goats and three wadling ducks were happy to say hello in the paddock below. Some yummy local chocolates and apples provided were great. Was very nice to sit outside on table having a few wines and antipasto watching the sun go down. Quite modern open plan style. Bed wasn't the best but ok, probably just me. Host was very unobtrusive but still stuck in fresh provisions for breaky. Nice spot to just chill and short trip to the ferry for Bruny Island.	1
TITLE: Excellent Tapas Spot | TEXT: Was excited to see this tapas place near our hotel, especially as my colleagues had never tried tapas before. The standards (patatas bravas, pan con tomate, croquettes) were all great. The pork belly was so good we ordered it twice. Would come back again for sure.	1
TITLE: So-So | TEXT: The resturant was clean and service was good. The breakfast were okay although too much lemon on my avocado toast and my husband's toasts were burnt and eggs undercooked. Another morning our breakfast was amazing. I'm not sure if there are different cooks but quality of food is a bit inconsistent.	1
TITLE: Holiday Tea was over the top! | TEXT: Carlos and Jitendra were magnificent! The food was delicious. We had the Holiday Tea. Their service was impeccable. Would definitely recommend and plan to come back!!	0
TITLE: Check your bill | TEXT: I was really disappointed with my recent visit to Sampan on 10/27. The food itself was delicious, but when I got home and looked over my receipt, I realized I was charged for two meals instead of one for several items. I double-checked to make sure it wasn't something I ordered by mistake--it definitely wasn't.  I am not sure how this is even possible since only one item of each was delivered to our table.  Is it a scam???  The total amount overcharged was $109.   I tried calling and emailing the restaurant to sort it out, but haven't been able to get a response yet. Mistakes happen, but overcharging a customer and not fixing it right away doesn't leave a good impression.   Please double-check your bill before you leave!  I hope management sees this and reaches out so this can be corrected.  Table 54	1
TITLE: Too expensive for what you get! | TEXT: For context, we have eaten at several of the top ranked restaurants in the world.  We’re very familiar with the idea of tasting menus.  The staff at the restaurant (ie. Valet, hostess, waiter, etc.) were all very good.  The artistry of the food was good.  The food quality was good.  The menu variety was good.  Having said that, the pace was a bit too slow and not because it was busy.  The major negative critique was that the food quantity was severely lacking.  After spending a few hundred on dinner, I left starving.  The same family owns other restaurants in Jax, one we really enjoy, but I would not recommend this one.  Way too expensive for what you get.	1
TITLE: Mediocre | TEXT: Came for dinner and took almost 10 minutes to locate the place. Really tucked away upstairs. On a Monday night, the restaurant was pretty dead - we were one of 4 tables. Albeit, the view from our table next to the floor to ceiling windows was lovely. Food was ok, overpriced for the basic offerings and portions. The Caesar salad was an interesting take and was probably the highlight of our meal. Our server was very friendly and accommodating but really focused on closing time/pushing us to order.	1
"TITLE: Worth the visit!!! | TEXT: I was very impressed with the Warren G. Harding Presidential Sites.  We took the tour of his house, and listened first hand from the tour guides all about when Harding gave speeches on the ""front porch"".  The house is stunning and is 90+ percent original from years ago when Warren and his wife Florence lived in the house.  The tour guides can answer any questions you have off the top of their heads.  The  Library & Museum was finished in the spring of 2021 and they have a nice gift shop in there too.  They spared no expense in the construction of the building - it is beautiful!!!!  If you are a history buff, this is a must do."	0
TITLE: Best Street Fajitas Ever! | TEXT: My husband and I stopped in during our road trip to Key West. We sat outside and watched the beach and ocean while eating street fajitas and taco burgers. After we ate lunch we walked across the street to the beach and went down to the water.	0
TITLE: In New Orleans with family and friends. Have always wanted to try Mulates. | TEXT: The food was excellent. I recommend the key lime pie. There was live Zydeco music. Or waitress was very pleasant and knowledgeable. I will return.	0
TITLE: Chicken falling off the bone | TEXT: We ordered two chicken dishes, grape leaves, and rice pudding. We were very excited for the meal and arrived a bit early for our reservation. Chicken mandi and chicken kabsah were fabulous, the chicken was so tender and delicious , and the rice was unique and flavorful. I love rice pudding, which had pistachio on top! Service was timely and the staff are pleasant and knowledgeable. A+ all around!	1
"TITLE: Staff Attitude | TEXT: My first and last time dining at this restaurant. Our server was great but one staff that was working at the backyard was rude and nasty. She was annoyed when I was standing by the door of the restroom which I must say they have a very small place. She kicked me out by saying ""step outside!"" What an attitude treating their customers. We like exploring French restaurants in San Francisco but this will be out of our list and will not recommend. Disappointing!"	1
TITLE: Original Greek Food | TEXT: This is a very old restaurant in Stockton but very busy lunch crowd, the service is old style but very friendly the food is very original an fresh we always get the same Nick’s salad.The menu is pretty big. Good value for your money.	0
TITLE: Excellent service, food, and ambiance! | TEXT: This restaurant was excellent! Small restaurant with great ambiance. Owner is wonderful… professional with a sense of humor. He comes to your table and tells you the extensive menu.  The food was out of this world! We had crab cakes, caprese salad, crusted salmon, rib eye, and key lime pie!	0
TITLE: Not great | TEXT: Food was ok. Staff was rude. Customer service was terrible. Place desperately needed cleaning and updates. Definitely not a coffee shop as the name suggests.	0
TITLE: Good food, poor service | TEXT: Unfortunately we have to give this restaurant three stars, despite the delicious food. We sat at the bar because we did not have a reservation. Bar staff, two young women working at Pesche each for one year, were unfriendly and surly, offering poor service and even to our surprise, rude comments. We ordered several appetizers and a whole redfish, but received zero service after a food runner brought the entree. We were ignored at the bar, asked several times for a drink but did not receive, and experienced very bad, unwelcoming service from these bartenders. We would not return, despite the extremely well prepared food. Thank you to the chef. Bartenders required more training and certainly a lesson in courtesy and manners.	1
TITLE: Best Place to Stay in Southern Pacific Costa Rica!!!! | TEXT: We've traveled all of Costa Rica, nearly 40 trips ( actually, it's 39 trips throughout the country ). The Ballena Coast is our favorite locale, and Many's House is by far, our favorite place to stay. Menachem, is a very attentive  host, and the accommodations are much like home. You will rest comfortably between the ocean, and the rain forest. Many's website, fails to do him justice.....THIS IS THE BEST LOCATION IN SOUTHERN PACIFIC COSTA RICA.........PERIOD!!	0
TITLE: Exceptional all around | TEXT: We went to visit our kids. Saison experience was beyond expectations. Staff game us exceptional service. Food and drinks were well presented and delicious.	0
TITLE: Best pub in Boston | TEXT: Best bar I’ve found in Boston so far. I’m travelling for work as a solo female and may have tried a bar or two (or more) along the way. The staff here are wonderful, location is great with an outdoor sun trap. Loving the people watching and the history that surrounds the pub. Strongly recommend and thank you to the staff.	0
TITLE: Asian fusion in downtown Philadelphia | TEXT: Tasty food late in the evening. We had flown in for the work conference. Not everything’s open late on Sunday evening, so our choices were more limited. This is in a very vibrant area of the city with lots of people still walking around after 8 PM. The food choices were good. It is sort of served family style in that they bring a bowl of the entrée, rice, etc and you share it at the table.  The menu was small, but the food was tasty. Servers were responsive and helpful. It’s a small restaurant and a little bit loud, but I would definitely return again.	1
TITLE: Wonderful! | TEXT: Absolutely wonderful, staff, wine garden & food all above and beyond. Big thanks to Todd and Jess for making this an exceptional birthday!	0
TITLE: Great date night! | TEXT: We went last night for the abbreviated menu and it was delightful.  Perfect service that was both professional and playful.  The smell alone is worth another star.  The food was sublime and the wine pairings were different but matched beautifully.  The chef came by and visited with us and he was lovely.  Beautiful room and a gorgeous kitchen.	0
TITLE: Little hidden gem... | TEXT: When I visit Berlin, I always have a beer or three in this little bar tucked away between shops. First time I came, it was packed, playing 80's music. Several times since and the bar staff have always been friendly and chatty. Great atmosphere and nice and small.	0
TITLE: Worth visiting | TEXT: We are regular visitors to the resort but had never had a meal at this restaurant before. As we were staying at the accommodation this time, we naturally tried the food.  We were not disappointed. The portions are generous and the quality outstanding.	0
TITLE: Trendy | TEXT: A lovely, lively restaurant that is trendy in food options. Great service (from Julianne) and delicious entree, large plentiful fresh salads and good appetizers.  We enjoyed delicious wine and a drink. So glad we chose this restaurant!	0
TITLE: Amazing Hidden Restaurant...with Excellent Food | TEXT: This food here is amazing.  We loved everything on the menu. We ordered to go here a lot during the pandemic because it was delicious.  However, we had never gone into the actual restaurant until recently. It was an absolute delight. The owner/chef is there to make sure your food is done to perfection. The ambiance is casual/elegant.  It is a true Seattle gem.	0
TITLE: A Magnificent Evening! | TEXT: While we were in town for a quick weekend getaway, we were looking for a solid tasting menu at a place we hadn't tried before. A number of different options presented themselves, and Nomad PDX kept popping up as a place we should take a look at. We decided to go with it and were, obviously, very happy with our decision!  The police is located in a pretty nondescript building that has some really cool space contained within it. You walk in and there's a very casual sitting area with tons of exposed brick, some fun lighting and some very modern looking Decour. It's an interesting mix of classic and modern styles.In doing so, they create a really nice area for people to come in and wind down. The adjacent bar is very cozy, and the dining area - which is literally a long table Just outside the kitchen - creates a very intimate dining experience and atmosphere.  This place apparently started as a pop-up restaurant they got so popular that they decided to open a standalone restaurant. Ryan Fox, the head chef, is doing some really cool stuff here!  There wasn't really a theme to the dinner, other than being delicious.There were a total of eight courses, all of which showed a lot of creativity as well as consideration of the patrons... Mostly because they had three dessert courses!  The variety of foods was pretty awesome, and range from a Peruvian inspired ceviche, to a trout collar serve with flatbread and different butters, to a celery root foam and desserts that included the use of liquid nitrogen (food science is fun!) The trout collar was an absolute hit, as it showcased a really nice portion of the fish that a lot of people don't often pay attention to. Another big hit was a squash soup served with pumpkin bread and chestnut butter. It ends up chestnut butter is awesome!  The favorite dessert was also the signature one. They call it the nest egg, and it is beautiful! Trying to describe and greens does not do this thing justice, but let it be known that this is one of the more beautiful and delicious desserts we've ever experienced!  The measure of a great meal isn’t only the food, but arguably more the entire experience- At the end of the night, we walked away knowing a new group of people who are also big fans of food, and having had a meal that we won't soon forget. If you have an opportunity to go dine at this place, you should absolutely take advantage of it!	0
TITLE: Week long travel with Crow Canyon in Southwest | TEXT: I have travelled with Crow Canyon more than 8 times; mostly in the Southwest. I would label this travel adventure travel.  You are in a small group with at least two scholars, one an archeologist and one a related field.    I have learned so much and had access to so many archeological sites I would not otherwise be allowed to visit.  The trip leaders are full time employees who are very professional and experienced.  These trips are unique learning experiences.  Additionally, I have developed many lasting friendships with other persons I have met on the trips....we all share common interests  which adds to our own experiences.	0
TITLE: Ok I guess | TEXT: Good place,  just wish the tv had a channel guide so we did not have to scroll every channel to find something to watch and we had to get a new key card every time we came back to our room!	1
"TITLE: Miami Cost is Cray Cra | TEXT: Hmm.   All I can say is ""when did everything get so expensive""?      This is not a Michael Schwartz issue,     this is a Miami issue.      Happy to have spent $125 on two dishes of pasta and two glasses of rose for a lunch.     Still wondering---- how did everything get so expensive?"	0
TITLE: Well preserved | TEXT: A nice little building out in the middle of nowhere. It was quite complete with a ground floor and courtyard and a story above that with rooms you could go in. It’s astonishing how old it is and it is one of the best preserved of the desert castles. You can only get there by car, lots of hotels do tours from Amman.	0
TITLE: Stellar dining experience | TEXT: Wonderful vibes the moment we walked in. We were told there was a dining room upstairs, but my wife and I sat at the bar with friends. Although it was a sober night for me, the rest of my group ordered one of the cocktails from the menu that was expertly crafted by a friendly mixologist named Paul. The playlist set the tone for a fun Friday night and the volume was a perfect level for conversation and in seat dancing. This place is a hot spot with folks waiting up to an hour or more to dine at the bar, and frankly, the food is more than worth the wait. It is a culinary delight with high art presentation. It really engaged the five senses, yes even sound; I could hear the crisp of the skin as I bit into the roasted chicken. A rich sensory experience. I have so much more to say about the food, but I invite you to try it out for yourself. We will absolutely be back here.	1
TITLE: This place turns up the HEAT! | TEXT: This place turns up the HEAT! Our group of gals danced the night away! Band was bangin’!!  Servers awesome, food and drinks were on point!  A fabulous Friday night!	0
TITLE: Cannot wait to come back | TEXT: Fabulous !! It was wonderful ! 2 couples - started with the seafood tower ! Perfection - but so do not miss the bone marrow toast - we each had a little something different - cannot wait to come back !!!!	0
TITLE: Never again | TEXT: On pulling up to this hotel we could tell it wasn't going to be our perfect holiday. First of all the neon lighting sign was out. As we entered the hotel reception we were greeted by what seemed to be a very miserable hotel manager. After a lot of faffing about with a man that could only speak very little English we finally got to our room. As we arrived late there was some 'fresh food' bought up to us. This wasn't fresh and it seemed to stay in our room for 3 days after we arrived. We decided to have a drink in the bar which I'm pretty sure is a makeshift bar with the bar staff not being able to speak English to the point where we had to pour our own drinks. I won't ramble on to much about how awful this hotel is, but the restaurant was filthy, the rooms were unclean, the pool side was horrendous with empty cups laying everywhere so it was heaven for the flies.  The restaurant which does seem to cater for the Russian guests. We did complain to our rep. The manager offered us an alcarte menu which still would be prepared in the same kitchen which we did ask to view before hand and was very quickly dismissed. If your looking for cheap and cheerful I wouldn't bother wasn't your money because it is far from cheerful!	1
TITLE: Great food! | TEXT: Great home Cookin’ cheese grits amazing, great fried catfish with well seasoned cocktail sauce. Cabbage n beans were just like momma makes. Ty Callie for the great service!	1
TITLE: One of the best in Austin! | TEXT: We have eaten here many times. We always return. Why? Because it is one of the best in Austin. The service is excellent. The food is amazing!! We haven’t found any place here or in the DFW metroplex that compares! You will not be disappointed. Even if something sounds questionable, it is usually the best ever!!	0
TITLE: Good food, good value | TEXT: First time visitors for take out. Wife had the non-spicy grilled salmon salad which came with rice, kimchi and marinated cucumber slices. Quite good. I had the dumpling soup (wantons were super velvety) and steamed Shumai (steamed shrimp dumplings). Both were very good. Can't wait to go back and try the sushi.	1
TITLE: A must go place in San Francisco | TEXT: Very very interesting and creative menu, great wines, good service, nice atmosphere, great place to share plates and try new food combinations, much more interesting than the average restaurant menus	0
TITLE: What a rip off, the worst food and service I have ever had! | TEXT: The server took over one hour to serve us, the food tastes terrible.  The place is dirty and we saw a roach.   The owner happened to be there and offered to serve us himself with this weird salt routine he does that I found creepy, then served my friend directly with his knife a price of burnt meat.  I would never go back, The price was outrageous! They won’t last long, I prefer Capital grill or even la carreta to this dump.	1
TITLE: Perfection | TEXT: Fantastic!  I stopped by this awesome place for lunch after a long morning at the State Capitol.  For lunch, I had the chicken fried mushrooms and vegan cookies.  My lunch was perfection.  Everything was extremely flavorful. I enjoyed my lunch outside and people watched.  Mother is a must.	0
TITLE: Finest Restaurant in Jacksonville, FL | TEXT: This is one of the best Brazilian Steakhouses in the USA. With over 1900 restaurants of all types in the Jacksonville area, they are consistently in the top five. Their array of appetizers, soups, shrimp, salads, cold cuts, prosciutto, cheeses (you name it, they offer it) is spectacular. They also bring out fresh hot rolls (as many as you want) that are made from Yucca flour and cheese. One could make a meal out of these alone. Then comes the non-stop service with steaks, pork, lamb, roast beef, chicken, ribs, etc. that the waiters carve at your table. Everything is fresh, hot, and delicious. Also, their wine list is comprehensive and very fairly priced. Don't miss Terra Gaucha the next time you are in the Jacksonville area.	1
TITLE: One of our favorite spots in Philly! | TEXT: We live 50 miles from Philly. We were going to be in town for a show at the Walnut Street Theatre, celebrating our anniversary. I made reservations at Talula's Garden due to it's proximity to the theater. I believe this was our third or fourth time dining there. I had the Roasted Chicken with Gnocchi and my wife had the Handmade Ricotta Ravioli. To say they were both good would be an understatement. My wife usually never finishes her entree (she did), and it was the absolute best chicken I have ever eaten (anywhere). The only thing that would have made it any better would have been a nice piece of crusty bread to lap up the sauce, as licking the plate would have probably been in bad taste! Outstanding experience from start to finish.	0
